OCC_NO,OCC_YEAR,OCC_DATE,CLASS_ID,OCC_TYPE,ACC_INC_TYPE,PROVINCE,LOCATION,TERRAIN_TYPE,FACILITY_NAME,FACILITY_TYPE,PIPELINE_CO,PIPELINE_TYPE_CO,PROD_RELEASED_IND,PRODUCT_TYPE,QUANTITY_LOST,DETECTION_METHOD,LOCATION_ON_PIPELINE,ENVIRO_DAMAGE_IND,PROPERTY_DAMAGE_IND,FIRE_IND,EXPLOSION_IND,NO_EVACUATED,FATALITIES,SERIOUS_INJURIES,PRODUCTION_DT
P08H0053,2008,2008-04-28,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,ODESSA,STATION PROPERTY,ODESSA PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,1,PIPELINE EMPLOYEE,BYPASS CHECK VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0054,2008,2008-05-07,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,1,PIPELINE EMPLOYEE,MANIFOLD THERMAL RELIEF SYSTEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0055,2008,2008-05-13,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,REFINED PRODUCTS,,PIPELINE EMPLOYEE,SUPPLY LINE TO EMERGENCY GENERATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0056,2008,2008-05-16,5,INCIDENT,PUMP STATION - 3RD PARTY DAMAGE NO RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,STATION PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0057,2008,2008-05-29,5,ACCIDENT,OTHER FACILITY - OTHER DAMAGE WITH RELEASE,ONTARIO,SARNIA,STATION PROPERTY,SARNIA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LINE 6 SCRAPER TRAP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0058,2008,2008-06-26,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,KINGMAN,STATION PROPERTY,KINGMAN PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STATION VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0059,2008,2008-09-11,5,INCIDENT,LINE PIPE - 3RD PARTY DAMAGE NO RELEASE,QUEBEC,OKA-SUR-LA-MONTAGNE,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,TRANS-QUEBEC ET MARITIMES PIPELINE INC.,GAS,NO,N/A,0,PIPELINE EMPLOYEE,KM 24.52,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0060,2008,2008-09-25,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,MANITOBA,FALCON LAKE,MARGINAL LAND,LINE 100-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,MLV 45-1 +17.429 KM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0061,2008,2008-10-16,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,PORTAGE LA PRAIRIE,STATION PROPERTY,COMPRESSOR STATION 34,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,NPS 24 GATE VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0062,2008,2008-10-21,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,HIGH LEVEL,STATION PROPERTY,ZAMA TERMINAL,TERMINAL,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SUMP LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0063,2008,2008-11-03,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,WINNIPEG,STATION PROPERTY,COMPRESSOR STATION 43,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,B PLANT FUEL GAS REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0064,2008,2008-11-15,5,INCIDENT,LINE PIPE - 3RD PARTY DAMAGE NO RELEASE,SASKATCHEWAN,REWARD,AGRICULTURAL LAND,MACKLIN-UNITY,TRANSMISSION LINE,MANY ISLANDS PIPE LINE (CANADA) LTD.,GAS,NO,N/A,0,OUTSIDE PARTY,W1/2-8-39-25-W3M,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0065,2008,2008-11-17,5,INCIDENT,LINE PIPE - OTHER,NORTHWEST TERRITORIES,CAMERON HILLS,MARGINAL LAND,"CAMERON HILLS 3"" J-74",GATHERING LINE,PARAMOUNT RESOURCES LTD.,GAS,YES,OTHER,,PIPELINE EMPLOYEE,NEAR J74 WELL SITE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0066,2008,2008-11-17,5,ACCIDENT,GAS PROCESSING PLANT -  FIRE/EXPLOSION,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,SULPHUR PLANT C TRAIN,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P08H0067,2008,2008-11-20,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,BOOSTER STATION 19,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,CONDENSATE,10,PIPELINE EMPLOYEE,CONDENSATE LOADING FACILITY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0068,2008,2008-11-26,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,10,PIPELINE EMPLOYEE,LEAN COOLER BUNDLES TRAIN 3,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0069,2008,2008-11-26,5,INCIDENT,COMPRESSOR STATION - OTHER,BRITISH COLUMBIA,MCLEOD LAKE,STATION PROPERTY,COMPRESSOR STATION 3,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,COMPRESSOR UNIT POWER TURBINE,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P08H0070,2008,2008-11-28,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,MANITOBA,STEINBACH,STATION PROPERTY,STEINBACH SALES METER STATION,METER STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PLECO PLUG,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0071,2008,2008-11-30,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,2,PIPELINE EMPLOYEE,HEATING SYSTEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0072,2008,2008-12-02,5,INCIDENT,COMPRESSOR STATION - OTHER,BRITISH COLUMBIA,KOBES,STATION PROPERTY,BOOSTER STATION 3,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,NO 1 GENERATOR,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P08H0073,2008,2008-12-01,5,INCIDENT,COMPRESSOR STATION - 3RD PARTY DAMAGE NO RELEASE,SASKATCHEWAN,HERBERT,STATION PROPERTY,COMPRESSOR STATION 9,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,NO,N/A,0,PIPELINE EMPLOYEE,LINE 100-1 ISOLATION VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0074,2008,2008-12-02,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,OUTSIDE PARTY,SULPHUR LOADING AREA,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0075,2008,2008-12-04,5,INCIDENT,COMPRESSOR STATION - OTHER,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,COMPRESSOR STATION 1,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,OUTSIDE PARTY,COMPRESSOR STATION 1,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0076,2008,2008-07-25,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MANIFOLD DISCHARGE HEADER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0077,2008,2008-08-14,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,KINGMAN,AGRICULTURAL LAND,LINE 3,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LINE 3 MP 42,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0078,2008,2008-08-21,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,WESTOVER,STATION PROPERTY,WESTOVER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SCRAPER TRAP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0079,2008,2008-09-02,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,1,SCADA,BOOSTER PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0080,2008,2008-12-05,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,MCLEOD LAKE,STATION PROPERTY,COMPRESSOR STATION 3,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,SCADA,UNIT 5 DISCHARGE PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0081,2008,2008-12-08,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,MANITOBA,WINNIPEG,MARGINAL LAND,LINE 100-3,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,MLV 39 3:4 UPSTREAM TIE-OVER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0082,2008,2008-12-17,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,"TRAIN A, GAS-GAS RE-HEATER",NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P08H0083,2008,2008-12-24,5,INCIDENT,OTHER FACILITY - OTHER,NOVA SCOTIA,GOLDBORO,STATION PROPERTY,PRESSURE REDUCING STATION NO. 5,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,NO,N/A,0,SCADA,STATION CONTROL VALVES,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0084,2008,2008-02-04,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,HEARST,STATION PROPERTY,COMPRESSOR STATION 86,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,100-2 DISCHARGE SIDE VALVE BODY VENT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0085,2008,2008-03-10,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,HEARST,STATION PROPERTY,COMPRESSOR STATION 86,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,NPS 2 PURGE AND PRESSURIZING LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0086,2008,2008-04-23,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,HEARST,STATION PROPERTY,COMPRESSOR STATION 86,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,COMMON POWER GAS SUPPLY MANIFOLD PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0087,2008,2008-11-07,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,RED ROCK (NEAR SAULT STE MARIE),MARGINAL LAND,LINE 100-2,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,MLV 74 2:3 DOWNSTREAM TIE-OVER VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0088,2008,2008-10-09,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,HILTON,STATION PROPERTY,HILTON PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STATION PRESSURE CONTROL VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0089,2008,2008-10-16,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STATION PRESSURE CONTROL VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0091,2008,2008-12-16,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,QUEBEC,MONTRAL,STATION PROPERTY,MONTREAL TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SCRAPER TRAP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P08H0092,2008,2008-12-31,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LINE 13 PUMP COOLING LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0001,2009,2009-01-14,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,BEAMSVILLE,STATION PROPERTY,COMPRESSOR STATION 211,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,SCADA,THERMOWELL B PLANT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0002,2009,2009-01-21,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,WELL O43X,GATHERING LINE,IMPERIAL OIL,LVP/HVP,YES,OTHER,,PIPELINE EMPLOYEE,WELL O43X TO SATELLITE BTP FLOW LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0003,2009,2009-02-06,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,LINCOLN,STATION PROPERTY,COMPRESSOR STATION 211,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,SCADA,C PLANT FUEL GAS LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0004,2009,2009-02-09,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,WELL K50X,GATHERING LINE,IMPERIAL OIL,LVP/HVP,YES,OTHER,,PIPELINE EMPLOYEE,WELL K50X FLOW LINE TO BATTERY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0005,2009,2009-02-09,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT ST. JOHN,STATION PROPERTY,"16"" BEG PIPELINE",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,MP 16.7 CORROSION INHIBITOR PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0006,2009,2009-02-20,3,ACCIDENT,OTHER FACILITY - OTHER DAMAGE WITH RELEASE,BRITISH COLUMBIA,FORT ST. JOHN,MARGINAL LAND,"18"" ALASKA HIGHWAY",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,MILE 111 PIG LAUNCHING FACILITY,NO,NO,NO,NO,0,0,1,2017-03-15T16:18:52
P09H0007,2009,2009-02-19,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,RED WILLOW,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,SENDING BARREL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0008,2009,2009-03-04,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,PORTAGE LA PRAIRIE,STATION PROPERTY,COMPRESSOR STATION 34,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,OTHER,,PIPELINE EMPLOYEE,POWER TURBINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0009,2009,2009-03-09,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,POTTER,STATION PROPERTY,COMPRESSOR STATION 102,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,LINE 2:3 DISCHARGE VALVE SENSING LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0010,2009,2009-03-11,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,MCMURPHY,STATION PROPERTY,MCMURPHY PUMP STATION,PUMP STATION,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,YES,PETROLEUM CRUDE OIL,,OUTSIDE PARTY,WEDGE FLOW METER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0011,2009,2009-03-23,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,FORT ST. JOHN,MARGINAL LAND,"10"" DAHL",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,OUTSIDE PARTY,"RECEIPT POINT 916, MP 5.5",NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0012,2009,2009-04-07,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,BRITISH COLUMBIA,TUMBLER RIDGE,MARGINAL LAND,"12"" LOWER MURRAY",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,OUTSIDE PARTY,RECEIVING BARREL FLARE ISOLATION VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0013,2009,2009-04-08,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,MATTICE,STATION PROPERTY,COMPRESSOR STATION 92,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,STATION SUCTION VALVE POWER GAS TUBING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0014,2009,2009-04-18,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,COMPRESSOR STATION 1,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,LIQUIDS FLARE LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0015,2009,2009-04-19,5,ACCIDENT,GAS PROCESSING PLANT -  FIRE/EXPLOSION,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,SULPHUR PLANT SRU 12 #1 REACTOR,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P09H0016,2009,2009-04-20,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,KIRKWALL,STATION PROPERTY,COMPRESSOR STATION 1301,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,SEAL GAS SUPPLY PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0017,2009,2009-04-09,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,INCINERATOR STACK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0018,2009,2009-05-01,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,UPSALA,STATION PROPERTY,COMPRESSOR STATION 62,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,HVAC GAS SUPPLY PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0019,2009,2009-01-26,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,COLBORNE,STATION PROPERTY,HILTON PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PRESSURE CONTROL VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0020,2009,2009-01-29,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,BETHUNE,STATION PROPERTY,BETHUNE PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MAINLINE PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0021,2009,2009-02-06,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,INSTRUMENTATION LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0022,2009,2009-02-07,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STATION SUMP TANK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0023,2009,2009-02-20,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,NORMAN WELLS TERMINAL,TERMINAL,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,STATION DRAIN LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0024,2009,2009-02-23,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,SARNIA,STATION PROPERTY,SARNIA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MAINLINE PUMP PRESSURE TRANSMITTER LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0025,2009,2009-03-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,SCADA,MAINLINE PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0026,2009,2009-05-06,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,VEGREVILLE,STATION PROPERTY,BENS LAKE COMPRESSOR STATION,COMPRESSOR STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,TUBE FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P09H0027,2009,2009-05-06,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,SPARWOOD,STATION PROPERTY,"STATION 1, CROWSNEST",COMPRESSOR STATION,TRANSCANADA PIPELINES LTD. - BC SYSTEM,GAS,YES,OTHER,,PIPELINE EMPLOYEE,POWER TURBINE PRESSURE SENSING LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
